datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-05 11:00:00,21.35,7.2700000000000005,14414.58,99.2,0.0,0.0,0.0
2007-01-05 12:00:00,21.264,8.364,14492.31,99.0,0.0,37.0,0.0
2007-01-05 13:00:00,20.506,7.708,14542.79,92.8,0.0,0.0,0.0
2007-01-05 14:00:00,22.64,6.99,14764.78,99.4,0.0,9.0,0.0
2007-01-05 15:00:00,28.67,11.506,14689.46,131.6,0.0,29.0,0.0
2007-01-05 16:00:00,50.19,6.114,14609.5,216.4,0.0,0.0,375.0
2007-01-05 17:00:00,134.444,10.36,14239.02,567.0,0.0,36.0,1036.0
2007-01-05 18:00:00,143.976,3.416,14097.36,608.6,0.0,0.0,1015.0
2007-01-05 19:00:00,122.334,13.382,14185.57,522.6,5.0,35.0,331.0
2007-01-05 20:00:00,178.542,6.0520000000000005,14265.54,752.6,880.0,7.0,534.0
2007-01-05 21:00:00,160.464,6.61,14238.13,675.1999999999999,502.0,6.0,1036.0
2007-01-05 22:00:00,143.082,7.35,14354.85,599.2,96.0,31.0,1052.0
2007-01-05 23:00:00,104.33,6.142,14492.75,429.8,0.0,0.0,1072.0
2007-01-06 00:00:00,89.584,8.246,14439.02,370.4,0.0,37.0,1064.0
2007-01-06 01:00:00,26.008,6.5,14480.63,114.0,0.0,0.0,131.0
2007-01-06 02:00:00,20.0,10.834,14747.75,94.0,0.0,34.0,0.0
2007-01-06 03:00:00,18.772,8.692,14704.27,87.4,0.0,5.0,0.0
2007-01-06 04:00:00,18.214,7.28,14634.1,82.4,0.0,3.0,0.0
2007-01-06 05:00:00,20.116,10.552,14586.34,93.8,0.0,34.0,0.0
2007-01-06 06:00:00,17.924,6.368,14569.1,80.2,0.0,0.0,0.0
2007-01-06 07:00:00,20.22,10.022,14492.5,96.4,0.0,38.0,0.0
2007-01-06 08:00:00,17.724,6.27,14483.38,80.2,0.0,0.0,0.0
2007-01-06 09:00:00,37.388,8.395999999999999,14460.05,160.8,0.0,26.0,0.0
2007-01-06 10:00:00,91.534,6.264,14264.88,386.8,0.0,14.0,0.0
2007-01-06 11:00:00,155.532,4.654,14021.99,664.4,0.0,0.0,971.0
2007-01-06 12:00:00,240.176,15.934,13906.03,1049.8,1329.0,37.0,989.0
2007-01-06 13:00:00,113.426,6.2,14249.31,485.2,7.0,0.0,1037.0
2007-01-06 14:00:00,101.974,9.982,14379.53,431.8,0.0,38.0,1055.0
2007-01-06 15:00:00,68.922,4.846,14400.55,293.59999999999997,0.0,0.0,268.0
2007-01-06 16:00:00,52.876,6.378,14290.56,229.6,0.0,23.0,0.0
2007-01-06 17:00:00,53.938,5.852,14120.96,235.2,0.0,15.0,0.0
2007-01-06 18:00:00,51.332,4.29,14175.72,221.6,0.0,0.0,0.0
2007-01-06 19:00:00,110.042,13.994,14083.75,480.40000000000003,0.0,38.0,0.0
2007-01-06 20:00:00,60.908,6.39,14279.74,271.2,0.0,0.0,0.0
2007-01-06 21:00:00,60.752,10.842,14407.82,269.8,0.0,38.0,0.0
2007-01-06 22:00:00,30.7,5.1,14404.18,132.6,0.0,0.0,0.0
2007-01-06 23:00:00,30.316,8.302,14547.04,131.6,0.0,22.0,163.0
2007-01-07 00:00:00,54.192,7.072,14477.67,227.8,0.0,16.0,589.0
2007-01-07 01:00:00,17.785999999999998,6.518,14584.18,78.6,0.0,0.0,0.0
2007-01-07 02:00:00,21.144000000000002,12.854,14824.74,102.60000000000001,0.0,38.0,0.0
2007-01-07 03:00:00,17.92,7.746,14841.19,85.8,0.0,0.0,0.0
2007-01-07 04:00:00,21.352,12.866,14783.34,104.60000000000001,0.0,38.0,0.0
2007-01-07 05:00:00,17.122,6.28,14692.58,80.0,0.0,0.0,0.0
2007-01-07 06:00:00,20.298,10.338,14761.34,96.4,0.0,10.0,0.0
2007-01-07 07:00:00,18.764,8.432,14606.72,84.4,0.0,27.0,0.0
2007-01-07 08:00:00,18.602,8.184,14636.56,83.8,0.0,0.0,0.0
2007-01-07 09:00:00,22.536,10.798,14599.34,107.60000000000001,0.0,38.0,0.0
2007-01-07 10:00:00,62.486,6.534,14394.1,267.8,0.0,0.0,622.0
2007-01-07 11:00:00,64.106,11.778,14365.71,283.2,0.0,450.0,234.0
2007-01-07 12:00:00,33.094,9.688,14328.64,151.4,0.0,4.0,0.0
2007-01-07 13:00:00,199.916,12.504,14200.83,854.2,493.0,1433.0,949.0
2007-01-07 14:00:00,151.986,11.26,14562.85,630.0,498.0,495.0,1082.0
2007-01-07 15:00:00,226.246,14.774000000000001,14475.18,950.4,0.0,1977.0,1069.0
2007-01-07 16:00:00,136.846,10.120000000000001,14415.62,572.0,0.0,49.0,1061.0
2007-01-07 17:00:00,144.284,4.816,14118.97,611.4,0.0,194.0,1018.0
2007-01-07 18:00:00,312.692,22.858,13895.74,1357.2,0.0,1913.0,987.0
2007-01-07 19:00:00,174.988,15.728,14075.1,750.6,40.0,33.0,1013.0
2007-01-07 20:00:00,211.392,6.96,14092.62,905.4,445.0,27.0,1014.0
2007-01-07 21:00:00,284.302,13.164,14142.89,1211.0,511.0,1355.0,1022.0
2007-01-07 22:00:00,127.734,4.896,14473.7,529.0,0.0,21.0,1070.0
2007-01-07 23:00:00,87.832,9.906,14549.97,361.8,0.0,59.0,1080.0
2007-01-08 00:00:00,81.628,4.608,14546.98,334.2,0.0,18.0,1079.0
2007-01-08 01:00:00,81.04,4.902,14448.92,334.4,0.0,13.0,1066.0
2007-01-08 02:00:00,83.09,7.642,14479.12,341.8,0.0,48.0,1069.0
2007-01-08 03:00:00,81.414,4.75,14498.13,333.8,0.0,10.0,1072.0
2007-01-08 04:00:00,82.554,6.826,14471.82,340.2,0.0,51.0,1069.0
2007-01-08 05:00:00,66.272,5.042,14353.8,275.8,0.0,0.0,828.0
2007-01-08 06:00:00,28.088,5.328,14562.14,125.6,0.0,15.0,0.0
2007-01-08 07:00:00,60.758,8.046,14428.39,258.8,0.0,25.0,131.0
2007-01-08 08:00:00,128.37,5.97,14262.71,538.0,0.0,0.0,1013.0
2007-01-08 09:00:00,99.878,9.436,14230.68,419.6,0.0,40.0,750.0
2007-01-08 10:00:00,77.798,3.276,14255.44,323.0,0.0,0.0,1038.0
2007-01-08 11:00:00,70.506,10.244,14295.95,302.0,0.0,25.0,772.0
2007-01-08 12:00:00,19.736,6.28,14342.23,92.2,0.0,14.0,0.0
2007-01-08 13:00:00,38.592,7.12,14252.22,172.6,0.0,0.0,0.0
2007-01-08 14:00:00,111.054,7.876,14486.68,462.8,0.0,39.0,1002.0
2007-01-08 15:00:00,113.106,5.352,14561.56,467.59999999999997,0.0,0.0,1081.0
2007-01-08 16:00:00,127.346,15.386,14489.12,533.6,0.0,37.0,1071.0
2007-01-08 17:00:00,113.886,8.898,14254.86,478.8,0.0,3.0,1037.0
2007-01-08 18:00:00,174.478,14.288,14098.09,742.4,0.0,0.0,1016.0
2007-01-08 19:00:00,167.644,23.496,14095.24,718.6,0.0,41.0,1015.0
2007-01-08 20:00:00,205.502,13.05,14180.3,871.0,0.0,5.0,1027.0
2007-01-08 21:00:00,150.458,11.966,14293.64,632.4,0.0,40.0,411.0
2007-01-08 22:00:00,58.198,6.63,14472.880000000001,240.6,0.0,0.0,0.0
2007-01-08 23:00:00,19.964,11.156,14629.91,94.6,0.0,43.0,0.0
2007-01-09 00:00:00,16.19,5.276,14523.84,72.8,0.0,0.0,0.0
2007-01-09 01:00:00,18.71,9.592,14534.33,89.0,0.0,40.0,0.0
2007-01-09 02:00:00,17.244,6.9799999999999995,14677.27,78.39999999999999,0.0,0.0,0.0
2007-01-09 03:00:00,28.18,6.938,14588.09,124.4,0.0,30.0,129.0
2007-01-09 04:00:00,39.672,6.418,14484.75,169.79999999999998,0.0,10.0,374.0
2007-01-09 05:00:00,16.47,5.59,14450.98,76.8,0.0,3.0,0.0
2007-01-09 06:00:00,67.408,7.8420000000000005,14503.57,288.6,0.0,36.0,352.0
2007-01-09 07:00:00,143.218,9.152000000000001,14320.16,600.0,15.0,0.0,1047.0
2007-01-09 08:00:00,128.136,10.51,14372.960000000001,536.0,559.0,39.0,1054.0
2007-01-09 09:00:00,112.102,4.19,14292.61,468.8,565.0,0.0,1043.0
2007-01-09 10:00:00,80.95400000000001,8.078,14299.92,337.6,0.0,30.0,1044.0
2007-01-09 11:00:00,56.084,5.1080000000000005,14265.95,233.6,0.0,8.0,667.0
2007-01-09 12:00:00,16.616,6.058,14459.9,74.6,0.0,0.0,0.0
2007-01-09 13:00:00,18.094,8.784,14371.83,82.8,0.0,39.0,0.0
2007-01-09 14:00:00,16.0,5.054,14552.22,73.8,0.0,0.0,0.0
2007-01-09 15:00:00,33.89,12.506,14613.25,156.2,0.0,42.0,90.0
2007-01-09 16:00:00,88.28,4.23,14475.8,362.8,0.0,0.0,1069.0
2007-01-09 17:00:00,126.376,13.946,14251.73,539.6,0.0,23.0,1038.0
2007-01-09 18:00:00,142.384,11.161999999999999,14241.19,605.2,0.0,17.0,1035.0
2007-01-09 19:00:00,137.248,14.106,14275.48,581.2,194.0,514.0,171.0
2007-01-09 20:00:00,192.636,12.768,14304.1,818.4,355.0,887.0,189.0
2007-01-09 21:00:00,197.548,10.202,14216.19,838.8,0.0,1118.0,488.0
2007-01-09 22:00:00,77.476,7.564,14596.54,318.8,0.0,154.0,0.0
2007-01-09 23:00:00,98.138,15.193999999999999,14629.37,422.40000000000003,0.0,1277.0,0.0
2007-01-10 00:00:00,31.074,8.844,14655.26,138.0,0.0,63.0,187.0
2007-01-10 01:00:00,39.234,4.876,14586.44,166.20000000000002,0.0,9.0,376.0
2007-01-10 02:00:00,20.422,12.056,14704.9,97.2,0.0,51.0,0.0
2007-01-10 03:00:00,16.162,4.514,14638.81,73.4,0.0,10.0,0.0
2007-01-10 04:00:00,20.814,12.224,14659.81,99.0,0.0,50.0,0.0
2007-01-10 05:00:00,16.078,4.3,14565.79,73.0,0.0,11.0,0.0
2007-01-10 06:00:00,53.855999999999995,10.4,14590.24,235.4,0.0,36.0,145.0
2007-01-10 07:00:00,141.774,11.312,14375.17,592.0,0.0,12.0,1055.0
2007-01-10 08:00:00,178.376,10.862,14312.97,746.8,0.0,1.0,1046.0
2007-01-10 09:00:00,119.714,8.494,14320.56,501.6,0.0,573.0,1047.0
2007-01-10 10:00:00,85.626,3.4979999999999998,14359.38,355.0,0.0,66.0,1052.0
2007-01-10 11:00:00,238.246,12.182,14264.16,1009.8,771.0,1897.0,960.0
2007-01-10 12:00:00,85.846,6.448,14454.2,357.6,0.0,257.0,887.0
2007-01-10 13:00:00,33.226,11.794,14467.55,152.6,0.0,38.0,30.0
2007-01-10 14:00:00,101.724,12.318,14489.880000000001,434.4,0.0,1088.0,11.0
2007-01-10 15:00:00,77.474,6.424,14531.51,320.2,0.0,96.0,605.0
2007-01-10 16:00:00,41.012,13.268,14603.81,180.6,0.0,65.0,0.0
2007-01-10 17:00:00,109.464,17.536,14359.369999999999,465.4,0.0,17.0,118.0
2007-01-10 18:00:00,201.864,16.89,14275.39,849.0,0.0,42.0,1041.0
2007-01-10 19:00:00,191.414,8.682,14100.28,817.0,0.0,2.0,1016.0
2007-01-10 20:00:00,176.036,9.0,14104.17,752.4,0.0,36.0,1016.0
2007-01-10 21:00:00,101.682,6.412,14367.31,424.4,0.0,0.0,420.0
2007-01-10 22:00:00,51.114000000000004,7.43,14524.55,212.8,0.0,36.0,0.0
2007-01-10 23:00:00,22.568,8.688,14768.02,101.4,0.0,0.0,0.0
2007-01-11 00:00:00,20.19,12.18,14765.65,97.8,0.0,35.0,0.0
2007-01-11 01:00:00,15.276,4.0440000000000005,14618.47,70.6,0.0,0.0,0.0
2007-01-11 02:00:00,18.52,9.708,14712.95,88.4,0.0,28.0,0.0
2007-01-11 03:00:00,53.53,6.372,14651.81,224.4,0.0,7.0,614.0
2007-01-11 04:00:00,16.23,5.552,14651.2,74.6,0.0,6.0,0.0
2007-01-11 05:00:00,17.855999999999998,8.64,14571.22,82.8,0.0,29.0,0.0
2007-01-11 06:00:00,44.182,4.026,14533.31,193.0,0.0,0.0,175.0
2007-01-11 07:00:00,162.13,12.974,14367.84,676.2,0.0,34.0,1054.0
2007-01-11 08:00:00,150.316,7.08,14410.34,630.2,841.0,0.0,1060.0
2007-01-11 09:00:00,82.212,8.454,14441.93,338.2,0.0,34.0,1065.0
2007-01-11 10:00:00,82.184,7.852,14415.74,338.8,0.0,0.0,1060.0
2007-01-11 11:00:00,69.11,6.094,14459.32,285.2,0.0,16.0,871.0
2007-01-11 12:00:00,18.02,8.68,14511.16,85.2,0.0,19.0,0.0
2007-01-11 13:00:00,23.712,8.145999999999999,14540.289999999999,110.6,0.0,0.0,0.0
2007-01-11 14:00:00,19.632,10.454,14650.47,92.6,0.0,35.0,0.0
2007-01-11 15:00:00,32.498,8.188,14612.26,141.8,0.0,0.0,225.0
2007-01-11 16:00:00,156.792,11.7,14443.37,654.0,0.0,365.0,1065.0
2007-01-11 17:00:00,194.294,6.458,14182.51,821.2,0.0,17.0,1027.0
2007-01-11 18:00:00,232.148,18.052,14176.85,990.0,0.0,34.0,1026.0
2007-01-11 19:00:00,287.052,19.662,14053.19,1232.2,537.0,579.0,1010.0
2007-01-11 20:00:00,222.376,20.176,14042.0,957.8,0.0,833.0,1007.0
2007-01-11 21:00:00,172.822,7.152,14238.789999999999,727.2,0.0,41.0,1035.0
2007-01-11 22:00:00,86.886,10.834,14606.7,358.2,0.0,33.0,121.0
2007-01-11 23:00:00,77.226,7.542,14606.82,317.0,0.0,25.0,0.0
2007-01-12 00:00:00,35.126,9.292,14474.33,152.8,0.0,19.0,0.0
2007-01-12 01:00:00,18.733999999999998,9.048,14427.75,86.6,0.0,39.0,0.0
2007-01-12 02:00:00,18.144,8.152,14604.01,84.2,0.0,10.0,0.0
2007-01-12 03:00:00,19.294,9.798,14623.52,92.0,0.0,44.0,0.0
2007-01-12 04:00:00,17.582,7.53,14618.710000000001,80.2,0.0,0.0,0.0
2007-01-12 05:00:00,48.74,7.476,14503.2,208.2,0.0,35.0,515.0
2007-01-12 06:00:00,87.086,7.478,14583.44,365.2,0.0,0.0,675.0
2007-01-12 07:00:00,169.95,7.27,14394.039999999999,707.6,0.0,24.0,1058.0
2007-01-12 08:00:00,119.636,9.56,14419.91,497.4,0.0,16.0,1061.0
2007-01-12 09:00:00,80.892,6.738,14419.36,333.8,0.0,24.0,1061.0
2007-01-12 10:00:00,54.41,6.666,14343.08,229.2,0.0,12.0,624.0
2007-01-12 11:00:00,16.91,6.914,14416.62,76.2,0.0,16.0,0.0
2007-01-12 12:00:00,17.676,7.984,14466.18,82.8,0.0,19.0,0.0
2007-01-12 13:00:00,15.232,4.204,14574.53,71.0,0.0,0.0,0.0
2007-01-12 14:00:00,20.094,12.032,14664.52,101.2,0.0,36.0,0.0
2007-01-12 15:00:00,15.704,4.952,14773.39,73.6,0.0,0.0,0.0
2007-01-12 16:00:00,19.24,11.072,14724.3,91.39999999999999,0.0,36.0,0.0
2007-01-12 17:00:00,34.362,5.276,14468.18,143.4,0.0,0.0,0.0
2007-01-12 18:00:00,152.94,8.668,14293.14,639.6,0.0,35.0,1038.0
2007-01-12 19:00:00,134.094,5.74,14238.7,562.0,0.0,3.0,1035.0
2007-01-12 20:00:00,137.704,15.26,14287.13,577.1999999999999,0.0,8.0,1042.0
2007-01-12 21:00:00,90.764,13.2,14407.27,379.2,0.0,27.0,167.0
2007-01-12 22:00:00,89.026,6.118,14512.07,370.8,0.0,0.0,0.0
2007-01-12 23:00:00,47.956,8.712,14577.64,199.6,0.0,36.0,0.0
2007-01-13 00:00:00,53.304,4.91,14584.12,223.6,0.0,0.0,613.0
2007-01-13 01:00:00,19.004,9.492,14428.5,91.2,0.0,36.0,0.0
2007-01-13 02:00:00,15.386,3.896,14632.66,72.8,0.0,0.0,0.0
2007-01-13 03:00:00,17.872,7.444,14642.31,84.6,0.0,16.0,0.0
2007-01-13 04:00:00,17.34,7.314,14606.93,80.4,0.0,19.0,0.0
2007-01-13 05:00:00,15.876,4.83,14545.64,71.2,0.0,0.0,0.0
2007-01-13 06:00:00,18.91,9.986,14705.24,87.0,0.0,36.0,0.0
2007-01-13 07:00:00,107.558,9.006,14468.74,449.0,0.0,0.0,670.0
2007-01-13 08:00:00,159.332,13.002,14313.28,673.8,575.0,343.0,388.0
2007-01-13 09:00:00,102.95400000000001,6.454,14330.98,437.0,579.0,10.0,266.0
2007-01-13 10:00:00,190.202,30.332,14209.86,816.4,946.0,119.0,70.0
2007-01-13 11:00:00,213.784,18.436,14157.2,914.0,582.0,452.0,1025.0
2007-01-13 12:00:00,118.21,16.562,14305.75,499.0,28.0,949.0,52.0
2007-01-13 13:00:00,98.352,17.436,14456.88,419.0,14.0,761.0,0.0
2007-01-13 14:00:00,97.782,7.416,14528.24,408.8,449.0,38.0,663.0
2007-01-13 15:00:00,124.3,10.693999999999999,14563.66,512.4,487.0,52.0,877.0
2007-01-13 16:00:00,123.458,5.44,14511.69,507.8,0.0,10.0,1074.0
2007-01-13 17:00:00,167.88400000000001,15.262,14236.47,708.8,0.0,48.0,798.0
2007-01-13 18:00:00,113.286,15.064,14289.73,477.0,0.0,8.0,0.0
2007-01-13 19:00:00,189.27,20.926000000000002,14096.18,806.6,0.0,26.0,843.0
2007-01-13 20:00:00,270.726,16.928,14028.33,1159.2,1157.0,12.0,1006.0
2007-01-13 21:00:00,298.888,17.118,13970.41,1286.0,643.0,17.0,998.0
2007-01-13 22:00:00,348.856,13.928,13885.210000000001,1519.4,1424.0,23.0,986.0
2007-01-13 23:00:00,304.28,8.86,14070.39,1307.4,922.0,0.0,1012.0
2007-01-14 00:00:00,200.434,12.572,14258.89,857.0,0.0,40.0,249.0
2007-01-14 01:00:00,174.96,7.692,14334.75,739.8,0.0,0.0,24.0
2007-01-14 02:00:00,172.766,12.622,14495.12,738.4,647.0,36.0,737.0
2007-01-14 03:00:00,67.304,5.186,14464.34,305.4,0.0,3.0,0.0
2007-01-14 04:00:00,68.054,5.378,14480.710000000001,307.0,0.0,3.0,0.0
2007-01-14 05:00:00,71.646,8.476,14445.83,323.8,0.0,36.0,0.0
2007-01-14 06:00:00,94.566,4.006,14428.62,414.6,0.0,0.0,0.0
2007-01-14 07:00:00,68.464,9.908,14383.06,311.0,0.0,37.0,0.0
2007-01-14 08:00:00,78.91,3.366,14445.83,352.2,0.0,0.0,0.0
